IDH2hyper	WT1hyper	CEBPahyper	TET2Hyper	IDH1Hyper	DNMT3Ahyper
DIDO1		MARVELD2			
YTHDF1		TPPP			
BIRC7		MAP1B			
FLJ16779		FAM169A			
ARFGAP1		POLK			
COL20A1		CRHBP			
CHRNA4		ZBED3			
KCNQ2		WDR41			
EEF1A2		LHFPL2			
PTK6		ARSB			
SRMS		BHMT			
C20orf195		C5orf49			
PRIC285		MTX3			
STMN3		SERINC5			
RTEL1		RNU5E			
TNFRSF6B		RNU5D			
ARFRP1		CKMT2			
ZGPAT		HAPLN1			
LIME1		GPR98			
ZBTB46		FLJ42709			
TPD52L2		NR2F1			
UCKL1		FAM172A			
MIR1914		ANKRD32			
MIR647		PCSK1			
PRPF6		LNPEP			
NCRNA00176		RIOK2			
SOX18		GRIK2			
RGS19		TFAP2A			
NPBWR2		GCNT2			
SCRT2		NR2E1			
C20orf54		GCM2			
ANGPT4		FOXO3			
AFF3		ARMC2			
LONRF2		CCDC162			
TBC1D8		PPIL6			
C2orf29		GPR6			
RNF149		C6orf186			
CREG2		LAMA4			
RFX8		TSPYL4			
MAP4K4		C6orf105			
IL1R2		DCBLD1			
IL1R1		STL			
IL1RL2		TPD52L1			
IL1RL1		C6orf174			
IL18RAP		ARHGAP18			
SLC9A4		L3MBTL3			
MFSD9		VNN1			
C2orf48		VNN2			
HPCAL1		TBPL1			
SNTG2		SGK1			
TGFBRAP1		C6orf217			
FHL2		PDE7B			
NCK2		MAP3K5			
UXS1		PEX7			
SULT1C2		HECA			
PDIA6		GPR126			
LOC100287216		AIG1			
SH3RF3		GRM1			
LIMS3-LOC440895		SASH1			
LOC440895		ZC3H12D			
ACOXL		PCMT1			
FBLN7		ULBP1			
RGPD8		ESR1			
RGPD5		SYNE1			
SLC20A1		RGS17			
IL1RN		JARID2			
PSD4		OPRM1			
LOC440839		IPCEF1			
PAX8		CNKSR3			
CBWD2		NOX3			
FAM138B		ZDHHC14			
RABL2A		SYNJ2			
GREB1		SYTL3			
USP25		EZR			
NTSR2		SLC22A2			
LPIN1		FOXC1			
TMEM37		PARK2			
RALB		GMPR			
LOC84931		PDE10A			
GLI2		RPS6KA2			
MKI67IP		ATXN1			
GYPC		THBS2			
CYP27C1		C6orf122			
ADAMTS1		C6orf208			
MYO7B		LOC154449			
GPR17		DLL1			
LIMS2		FAM8A1			
HS6ST1		NHLRC1			
RNF160		GMDS			
C21orf7		FLJ22536			
BACH1		FAM65B			
SMPD4		CMAH			
FAM128B		LRRC16A			
FAM123C		SLC17A1			
ARHGEF4		SLC17A2			
KRTAP13-4		LOC100270746			
LOC401010		C6orf41			
FAM128A		PRSS16			
LOC150776		OR2B6			
CCDC74A		NKAPL			
TIAM1		TRIM27			
SOD1		SERPINB9			
HUNK		SERPINB6			
GPR39		GABBR1			
LYPD1		HLA-F			
SNORA80		LOC285830			
URB1		IFITM4P			
SYNJ1		HCG4			
C21orf62		HLA-G			
OLIG1		HLA-H			
IFNGR2		HLA-A			
DNAJC28		HLA-J			
MGAT5		NCRNA00171			
TMEM163		ZNRD1			
MRPS6		RNF39			
SLC5A3		TRIM10			
ACMSD		TRIM15			
RCAN1		TRIM26			
CLIC6		HLA-L			
C21orf96		HCG18			
RUNX1		TRIM39			
LCT		RPP21			
DOPEY2		HLA-E			
CLDN14		GNL1			
HLCS		PRR3			
DSCR6		PPP1R10			
DSCR9		KIAA1949			
SPOPL		NRM			
KCNJ15		MDC1			
ETS2		FLOT1			
HMGN1		IER3			
DSCAM		DDR1			
LRP1B		VARS2			
NCRNA00111		GTF2H4			
PRDM15		PSORS1C1			
C2CD2		CCHCR1			
UMODL1		TCF19			
ABCG1		HLA-B			
TFF1		MICA			
TMPRSS3		HCP5			
UBASH3A		MICB			
SLC37A1		MCCD1			
PDE9A		NFKBIL1			
PKNOX1		LTB			
CRYAA		TUBB2A			
SIK1		SNORA38			
C21orf125		BAT2			
C21orf84		BAT3			
GTDC1		83			
PDXK		C6orf47			
ZEB2		BAT4			
PWP2		CSNK2B			
C21orf33		LY6G5C			
AIRE		BAT5			
TRPM2		LY6G6E			
C21orf29		LY6G6D			
KRTAP10-11		C6orf25			
KRTAP12-3		LY6G6C			
PTTG1IP		DDAH2			
ITGB2		C6orf27			
C21orf70		VARS			
ADARB1		HSPA1L			
LOC642852		HSPA1A			
COL18A1		HSPA1B			
SLC19A1		SLC44A4			
PCBP3		EHMT2			
COL6A1		ZBTB12			
COL6A2		C2			
FTCD		STK19			
C21orf56		DOM3Z			
C21orf57		TNXB			
PCNT		TNXA			
DIP2A		ATF6B			
S100B		PRRT1			
EPC2		PPT2			
KIF5C		PBX2			
TPO		GPSM3			
RBM43		NOTCH4			
TNFAIP6		C6orf10			
CACNB4		TAP2			
STAM2		DUSP22			
PRPF40A		TAP1			
GPD2		SLC22A23			
ERMN		COL11A2			
ACVR1C		RXRB			
ACVR1		HSD17B8			
DAPL1		RING1			
RBMS1		MIR219-1			
KCNH7		VPS52			
GRB14		RPS18			
SCN2A		B3GALT4			
CSRNP3		PFDN6			
FAM49A		WDR46			
PXDN		TAPBP			
LASS6		RGL2			
ABCB11		ZBTB22			
LRP2		DAXX			
C2orf77		KIFC1			
KLHL23		PHF1			
PHOSPHO2		CUTA			
GORASP2		SYNGAP1			
TLK1		C6orf227			
MAP1D		HMGA1			
PDK1		PACSIN1			
RAPGEF4		SPDEF			
ZAK		TCP11			
WIPF1		SCUBE3			
OSBPL6		ZNF76			
FKBP7		PPARD			
PLEKHA3		TULP1			
MIR548N		FKBP5			
ZNF385B		SRPK1			
PDE1A		SLC26A8			
ZSWIM2		MAPK13			
DIRC1		BRPF3			
MFSD6		PXT1			
TMEM194B		KCTD20			
STAT4		CPNE5			
MYO1B		TBC1D22B			
SDPR		TMEM217			
MYT1L		MDGA1			
CCDC150		FAM50B			
MOBKL3		BTBD9			
TTC32		C6orf64			
SPATS2L		KCNK5			
BZW1		KCNK17			
CFLAR		KCNK16			
LAPTM4A		DAAM2			
MPP4		TSPO2			
PARD3B		TREM1			
NRP2		FOXP4			
INO80D		MDFI			
EEF1B2		TRERF1			
SNORD51		C6orf226			
NDUFS1		GNMT			
SNORA41		PEX6			
CCNYL1		PTK7			
PLEKHM3		SRF			
CRYGB		CUL9			
04-3__		TTBK1			
IGFBP5		CRIP3			
IL17RA		ZNF318			
CECR6		C6orf154			
CECR5		RSPH9			
CECR2		SLC29A1			
SLC25A18		SLC35B2			
MICAL3		TMEM151B			
DIRC3		ENPP5			
TNS1		RCAN2			
DGCR5		CYP39A1			
CXCR2		SLC25A27			
CXCR1		PLA2G7			
ARPC2		C6orf138			
GPBAR1		TFAP2B			
CLTCL1		MCM3			
SLC11A1		TRAM2			
CTDSP1		GSTA4			
MIR26B		FARS2			
PRKAG3		LOC285780			
GNB1L		LY86			
C22orf29		RREB1			
FEV		KCNQ5			
TXNRD2		CD109			
COMT		SNRNP48			
C22orf25		SH3BGRL2			
MIR185		ELOVL4			
MIR1306		IBTK			
DGCR8		GABRR1			
ABCB6		BACH2			
TRMT2A		EPHA7			
RANBP1		POU3F2			
TUBA4A		C7orf51			
PTPRN		PCOLCE			
LOC150197		GNB2			
RTN4R		POP7			
DES		EPO			
SPEG		EPHB4			
ACCN4		SLC12A9			
PI4KAP1		TRIP6			
CHPF		SERPINE1			
OBSL1		MOGAT3			
INHA		CLDN15			
RIMBP3		FIS1			
SCARF2		RABL5			
MED15		CUX1			
SNAP29		PRKRIP1			
PI4KA		CYP2W1			
CRKL		DPY19L2P2			
AIFM3		PMPCB			
P2RX6		LHFPL3			
MGC16703		EFCAB10			
P2RX6P		ATXN7L1			
RIMBP3C		SYPL1			
RIMBP3B		LAMB1			
UBE2L3		C7orf50			
CCDC116		GPR146			
PPM1F		GPER			
EPHA4		MDFIC			
VPREB1		CAV2			
ZNF280B		ZFAND2A			
PRAME		C7orf58			
LOC648691		TMEM229A			
RGL4		ZNF800			
LOC91316		UNCX			
C22orf15		PRRT4			
CHCHD10		IMPDH1			
MMP11		KCP			
SMARCB1		LOC407835			
CABIN1		TSPAN33			
GGT5		AHCYL2			
CYTSA		UBE2H			
WDFY1		MEST			
ADORA2A		TSGA13			
GGT1		EXOC4			
PIWIL3		C7orf49			
KIAA1671		CREB3L2			
CRYBB3		ATP6V0A4			
DOCK10		TMEM213			
SEZ6L		ZC3HAV1			
ASPHD2		TTC26			
HPS4		CLEC2L			
SRRD		HIPK2			
CRYBA4		TBXAS1			
IRS1		SLC37A3			
MN1		MKRN1			
TTC28		AGK			
XBP1		C7orf34			
KREMEN1		TMEM139			
EMID1		CASP2			
GAS2L1		FAM115A			
RASL10A		CNTNAP2			
RFPL1S		ZNF783			
RFPL1		KRBA1			
THOC5		SSPO			
CABP7		RARRES2			
LIF		ZNF775			
MTP18		GIMAP4			
SEC14L3		TMEM176B			
SEC14L4		TMEM176A			
GAL3ST1		KCNH2			
SLC35E4		ABCB8			
SP140		ACCN3			
OSBP2		FASTK			
CAB39		TMUB1			
LIMK2		AGAP3			
PATZ1		ASB10			
GPR55		NUB1			
SPATA3		WDR86			
SFI1		PRKAG2			
DEPDC5		INTS1			
ARMC9		LOC100128822			
NCL		CNPY1			
SNORA75		MAFK			
SNORD20		PTPRN2			
C22orf24		VIPR2			
YWHAH		MAD1L1			
C2orf52		C7orf46			
NMUR1		MPP6			
RFPL2		DFNA5			
SLC5A4		C7orf31			
DIS3L2		LFNG			
SYN3		IQCE			
TIMP3		NFE2L3			
CHRND		HNRNPA2B1			
CHRNG		SKAP2			
EFHD1		TTYH3			
GIGYF2		HOXA2			
C2orf82		HOXA5			
NGEF		HOXA6			
INPP5D		HOXA10			
USP40		HOXA11			
TRPM8		HOXA11AS			
MCM5		HOXA13			
SH3BP4		EVX1			
RASD2		HIBADH			
MB		GNA12			
APOL6		JAZF1			
KLHL29		CREB5			
AGAP1		PRR15			
APOL4		WIPF3			
APOL1		SCRN1			
MYH9		C7orf41			
TXN2		NOD1			
EIF3D		GGCT			
PVALB		CARD11			
CSF2RB		AQP1			
IQCA1		PDE1C			
MPST		FKBP9			
TST		DPY19L1			
TMPRSS6		TBX20			
IL2RB		STARD3NL			
CYTH4		LOC349114			
ELFN2		INHBA			
CDC42EP1		LOC285954			
LGALS2		SDK1			
SH3BP1		182			
LGALS1		HECW1			
TRIOBP		BLVRA			
GALR3		DBNL			
COL6A3		AEBP1			
PRLH		GCK			
SLC16A8		OGDH			
RAB17		H2AFV			
PLA2G6		MYO1G			
LRRFIP1		NACAD			
CSNK1E		RAMP3			
RAMP1		IGFBP3			
ESPNL		FOXK1			
SCLY		TNS3			
TOMM22		C7orf65			
PER2		C7orf57			
TRAF3IP1		RADIL			
ASB1		GRB10			
APOBEC3A		LOC389458			
APOBEC3B		FBXL18			
APOBEC3D		MIR589			
APOBEC3F		VOPP1			
CBX7		PDGFA			
SYNGR1		CCT6A			
MGAT3		PSPH			
ATF4		SUMF2			
CACNA1I		PHKG1			
HDAC4		FSCN1			
TNRC6B		RNF216			
MKL1		PRKAR1B			
PP14571		GUSB			
GPC1		CRCP			
AQP12B		TPST1			
CHADL		RABGEF1			
KIF1A		C7orf26			
AGXT		RSPH10B			
C2orf54		RSPH10B2			
POLR3H		AUTS2			
ACO2		POM121			
PMM1		BCL7B			
SNED1		ELN			
MEI1		GTF2IRD1			
ANO7		HIP1			
FARP2		RHBDD2			
TNFRSF13C		COL28A1			
MFSD2B		SRCRB4D			
BOK		ZP3			
CYP2D7P1		PION			
ATG4B		PHTF2			
ING5		CD36			
D2HGDH		CACNA2D1			
GAL3ST2		ICA1			
FKBP1B		STEAP4			
NEU4		STEAP2			
PDCD1		CYP51A1			
C2orf85		C7orf20			
SERHL2		GNGT1			
ARFGAP3		SGCE			
BIK		PPP1R9A			
TSPO		PDK4			
SCUBE1		SLC25A13			
MPPED1		ADAP1			
EFCAB6		BHLHA15			
SULT4A1		NPTX2			
SAMM50		TRRAP			
PARVB		MYH16			
PARVG		CPSF4			
KIAA1644		STAG3			
LDOC1L		GPC2			
PRR5-ARHGAP8		GATS			
ARHGAP8		ANKRD46			
NUP50		SNX31			
RIBC2		ZNF706			
LOC730668		GRHL2			
MIRLET7A3		MSRA			
LOC400931		RP1L1			
TTC38		ZFPM2			
CELSR1		KCNV1			
FAM19A5		GATA4			
BRD1		NEIL2			
LOC90834		MAL2			
ZBED4		DEPDC6			
PIM3		ZHX1			
TTLL8		MTSS1			
PANX2		PVT1			
SELO		DLC1			
HDAC10		EFR3A			
PLXNB2		LRRC6			
FAM116B		TG			
SAPS2		FAM135B			
SBF1		KCNK9			
ADM2		TRAPPC9			
MIOX		EIF2C2			
TYMP		FLJ43860			
SCO2		NCRNA00051			
ODF3B		TSNARE1			
KLHDC7B		PSCA			
C22orf41		SLURP1			
CPT1B		LY6E			
CHKB-CPT1B		LOC100133669			
MAPK8IP2		GPIHBP1			
ARSA		ZFP41			
POMC		ZNF696			
DNMT3A		RHPN1			
DTNB		C8orf51			
GPR113		FAM83H			
C2orf39		SCRIB			
C2orf70		MIR937			
CIB4		NRBP2			
KCNK3		PLEC1			
C2orf18		MIR661			
DPYSL5		GRINA			
EMILIN1		SPATC1			
TCF23		BOP1			
C2orf28		HSF1			
SLC5A6		FBXL6			
CAD		GPR172A			
DNAJC5G		ADCK5			
ZNF513		KIFC2			
GCKR		PPP1R16A			
CCDC121		LRRC24			
GPN1		MGC70857			
BRE		ZNF7			
PLB1		CLN8			
WDR43		MTMR7			
SNORD53		ARHGEF10			
FAM179A		SH2D4A			
YPEL5		KBTBD11			
GALNT14		MYOM2			
TSSC1		DOK2			
BIRC6		NPM2			
LTBP1		EPB49			
RNASEH1		REEP4			
COLEC11		BMP1			
CRIM1		PHYHIP			
FEZ2		SLC39A14			
QPCT		PPP3CC			
CDC42EP3		SORBS3			
FAM82A1		C8orf58			
CYP1B1		EGR3			
GALM		RHOBTB2			
SFRS7		SLC25A37			
SLC8A1		NKX2-6			
PKDCC		NEFM			
EML4		DOCK5			
MTA3		EBF2			
OXER1		PPP2R2A			
HAAO		PNMA2			
THADA		DPYSL2			
ABCG5		PTK2B			
ABCG8		EPHX2			
C2orf34		PBK			
PRKCE		SCARA5			
EPAS1		ZNF395			
SOCS5		KIF13B			
LOC100134259		PURG			
TTC7A		WRN			
CALM2		FUT10			
KCNK12		PROSC			
MSH6		GPR124			
LHCGR		RAB11FIP1			
SPTBN1		STAR			
MTIF2		C8orf86			
LOC150622		PLEKHA2			
BCL11A		HTRA4			
AHSA2		ADAM32			
TMEM17		AP3M2			
UGP2		PLAT			
VPS54		DKK4			
SERTAD2		KIAA0146			
RAB1A		EFCAB1			
SPRED2		SOX17			
MEIS1		PENK			
PROKR1		XKR5			
GKN1		ADHFE1			
ANTXR1		SGK3			
NFU1		ERICH1			
AAK1		NCOA2			
ANXA4		FAM66B			
C2orf42		LOC100192378			
RNF144A		FLJ10661			
TGFA		ZNF704			
CLEC4F		CHMP4C			
CD207		FAM82B			
ANKRD53		CPNE3			
EXOC6B		OSGIN2			
SPR		NECAB1			
SMYD5		OTUD6B			
CCT7		FAM92A1			
NAT8		TP53INP1			
ALMS1P		PTDSS1			
ACTG2		TSPYL5			
SLC4A5		LAPTM4B			
LOC100189589		MATN2			
C2orf81		KCNS2			
RTKN		STK3			
CCDC142		OSR2			
MRPL53		COL15A1			
TTC31		LOC286367			
HTRA2		ABCA1			
AUP1		TAL2			
LOXL3		KLF4			
DOK1		C9orf5			
C2orf65		ZNF483			
HK2		PTGR1			
TACR1		SUSD1			
C2orf3		KIAA1958			
CTNNA2		SLC31A2			
LOC388965		ALAD			
SUCLG1		POLE3			
TCF7L1		C9orf43			
TGOLN2		COL27A1			
ELMOD3		AKNA			
RETSAT		FOXD4			
CAPG		PAPPA			
GNLY		ASTN2			
ATOH8		TRAF1			
CD8B		GGTA1			
KIDINS220		LHX6			
ASAP2		ZBTB26			
ADRA2B		MIR600			
DUSP2		C9orf45			
STARD7		CRB2			
CIAO1		LHX2			
TMEM127		NEK6			
NEURL3		PSMB7			
ARID5A		GPR144			
KIAA1310		OLFML2A			
CNNM4		MAPKAP1			
ANKRD23		FAM125B			
SEMA4C		LMX1B			
FAM178B		FAM129B			
ACTR1B		TTC16			
ZAP70		PTRH1			
TMEM131		TOR2A			
VWA3B		SH2D3C			
INPP4A		ST6GALNAC6			
C2orf55		ST6GALNAC4			
TSGA10		FAM102A			
LYG2		C9orf119			
TAF1B		GOLGA2			
NIT2		NUP188			
TOMM70A		DOLK			
GPR128		FAM73B			
VHL		CRAT			
IRAK2		PPP2R4			
GHRLOS		C9orf106			
C3orf42		C9orf50			
GHRL		USP20			
ATP2B2		FNBP1			
LOC100302640		ASS1			
CD47		PRDM12			
HHLA2		LAMC3			
C3orf66		AIF1L			
SLC6A1		BAT2L1			
CD96		UCK1			
TAGLN3		TTF1			
SLC9A10		TSC1			
HRH1		RALGDS			
CCDC80		SURF6			
CD200R1		SLC2A6			
ATG7		SARDH			
KIAA2018		RXRA			
GRAMD1C		COL5A1			
ZBTB20		FCN2			
VGLL4		MRPS2			
UPK1B		NACC2			
ADPRH		GPSM1			
NR1I2		C9orf163			
ILDR1		NOTCH1			
CD86		LCN6			
SYN2		C9orf86			
TIMP4		FBXW5			
FAM162A		PTGDS			
PARP15		CLIC3			
SEMA5B		ENTPD2			
PDIA5		UAP1L1			
ADCY5		C9orf75			
PPARG		FAM166A			
MYLK		NRARP			
KALRN		EXD3			
MUC13		NOXA1			
HEG1		ENTPD8			
TSEN2		NELF			
ALDH1L1		FAM154A			
CHST13		RRAGA			
C3orf22		PLIN2			
PLXNA1		PRSS3			
MCM2		DNAI1			
PODXL2		C9orf25			
MGLL		GALT			
RUVBL1		IL11RA			
EEFSEC		CCL21			
TMEM40		C9orf131			
RPN1		SIT1			
RAB7A		CA9			
CAND2		GLIPR2			
KIAA1257		PAX5			
CCDC48		FBXO10			
GP9		ANKRD18A			
RPL32		C9orf122			
COPG		C9orf68			
C3orf25		PPAPDC2			
H1FOO		RLN2			
PLXND1		RLN1			
IQSEC1		CD274			
BFSP2		LOC572558			
RAB6B		PGM5			
ANAPC13		APBA1			
CEP63		C9orf135			
KY		TRPM6			
NUP210		PRUNE2			
FBLN2		PSAT1			
TXNDC6		RASEF			
MRAS		C9orf64			
NMNAT3		NTRK2			
TPRXL		PTPRD			
SPSB4		ISCA1			
ZBTB38		DAPK1			
GRK7		LOC286238			
SLC6A6		SEMA4D			
PLSCR2		AUH			
GYG1		NFIL3			
CP		ROR2			
TM4SF18		ANKRD19			
TM4SF1		PHF2			
FGD5		C9orf3			
RNF13		PTCH1			
NR2C2		SLC35D2			
MED12L		ZNF367			
GPR87		DRP2			
MBNL1		GPRASP1			
SH3BP5		GPRASP2			
PLCH1		BHLHB9			
C3orf33		VSIG1			
SLC33A1		COL4A5			
GMPS		COL4A6			
SSR3		TMEM164			
CCNL1		PAK3			
LXN		ARHGAP6			
GFM1		LRCH2			
RARRES1		LONRF3			
SCHIP1		LOC100303728			
KPNA4		SLC25A5			
B3GALNT1		DCAF12L2			
SLITRK3		TLR7			
RFTN1		HS6ST2			
TERC		GPC3			
GPR160		MIR106A			
PHC3		CCDC160			
SKIL		FAM127C			
SLC7A14		FAM127B			
RPL22L1		FHL1			
EIF5A2		CD40LG			
TNIK		FGF13			
PLD1		SOX3			
FNDC3B		SLITRK4			
TBC1D5		SLITRK2			
KCNMB3		CD99L2			
USP13		GABRQ			
SOX2OT		ZNF275			
DCUN1D1		DUSP9			
MCF2L2		AVPR2			
YEATS2		RENBP			
HTR3D		NAA10			
HTR3E		HCFC1			
EIF2B5		FLNA			
ABCF3		EMD			
EIF4G1		GDI1			
FAM131A		FAM3A			
THPO		BMX			
C3orf70		CA5B			
EHHADH		CTPS2			
MAP3K13		RBBP7			
IGF2BP2		REPS2			
TRA2B		MAP7D2			
ETV5		KLHL34			
SNORA4		PTCHD1			
EIF4A2		ACOT9			
RTP1					
SST					
BCL6					
LPP					
LEPREL1					
C3orf59					
OPA1					
GP5					
TMEM44					
C3orf21					
ACAP2					
APOD					
MUC4					
TNK2					
OSTalpha					
TM4SF19					
LRRC33					
MFI2					
KIAA0226					
IQCG					
FAM157A					
EFHB					
UBE2E2					
THRB					
RARB					
TGFBR2					
IL5RA					
TRNT1					
ZNF860					
OSBPL10					
CRBN					
CMTM7					
TRIM71					
GLB1					
CLASP2					
VILL					
XYLB					
ACVR2B					
LOC100128640					
CSRNP1					
XIRP1					
CX3CR1					
SLC25A38					
RPL14					
TRAK1					
LYZL4					
ZBTB47					
KBTBD5					
FAM198A					
SNRK					
ABHD5					
ZNF167					
ZDHHC3					
EXOSC7					
CLEC3B					
LARS2					
LIMD1					
SLC6A20					
CCR1					
CCR3					
CCR5					
RTP3					
LRRC2					
ALS2CL					
TMIE					
CCDC12					
NBEAL2					
KLHL18					
CSPG5					
DHX30					
MIR1226					
CAMP					
NME6					
PLXNB1					
ATRIP					
TREX1					
PFKFB4					
UCN2					
COL7A1					
CELSR3					
SLC26A6					
IP6K2					
PRKAR2A					
MIR425					
DALRD3					
NDUFAF3					
IMPDH2					
LAMB2L					
CCDC71					
C3orf62					
USP4					
AMT					
BSN					
MST1					
RNF123					
UBA7					
MON1A					
RBM6					
RBM5					
BHLHE40					
GNAI2					
HYAL1					
HYAL2					
CACNA2D2					
HEMK1					
C3orf18					
DOCK3					
GRM2					
IQCF5					
PCBP4					
DUSP7					
C3orf74					
ALAS1					
TLR9					
TWF2					
PPM1M					
DNAH1					
NT5DC2					
ITIH4					
PRKCD					
TKT					
CACNA1D					
CHDH					
CACNA2D3					
ARHGEF3					
IL17RD					
SLMAP					
RPP14					
FAM3D					
C3orf67					
FHIT					
SYNPR					
PSMD6					
LRIG1					
SUCLG2					
FAM19A1					
ARL6IP5					
FRMD4B					
MITF					
FOXP1					
GPR27					
EIF4E3					
PDZRN3					
FRG2C					
LOH3CR2A					
C3orf32					
SRGAP3					
MINA					
OGG1					
CPOX					
TTLL3					
RPUSD3					
IL17RE					
C3orf26					
FILIP1L					
TBC1D23					
SLC2A9					
FGFRL1					
UBE2D3					
NHEDC2					
CLNK					
CYP2U1					
HADH					
C4orf32					
C4orf21					
MIR572					
ANK2					
CAMK2D					
PRSS12					
SYNPO2					
LOC100130872					
LOC100130872-SPON2					
CTBP1					
PHF17					
MAEA					
KIAA1530					
SLC7A11					
CCRN4L					
ELF2					
MAML3					
SCOC					
UCP1					
TBC1D9					
INPP4B					
ZNF827					
DCLK2					
RPS3A					
SH3D19					
FHDC1					
TRIM2					
C1QTNF7					
KIAA0922					
DCHS2					
CD38					
TMEM144					
FGFBP1					
RXFP1					
RAPGEF2					
LDB2					
PALLD					
C4orf27					
TMEM129					
TACC3					
GALNTL6					
AGA					
FGFR3					
WWC2					
CLDN22					
LETM1					
CDKN2AIP					
ENPP6					
IRF2					
KIAA1430					
SORBS2					
FRG1					
FRG2					
WHSC1					
WHSC2					
POLN					
ZFYVE28					
DHX15					
SOD3					
CCDC149					
RBPJ					
STIM2					
SH3BP2					
MFSD10					
C4orf10					
NOP14					
GRK4					
C4orf44					
RGS12					
HGFAC					
DOK7					
LRPAP1					
RELL1					
TBC1D1					
FAM114A1					
LOC401127					
C4orf34					
UBE2K					
RBM47					
APBB2					
BEND4					
D4S234E					
CORIN					
OCIAD2					
RASL11B					
FIP1L1					
LNX1					
STK32B					
PDGFRA					
KIT					
KDR					
TMEM165					
EVC2					
ARL9					
HOPX					
EVC					
REST					
IGFBP7					
JAKMIP1					
WFS1					
PDE6B					
MAN2B2					
S100P					
MYL5					
MFSD7					
KIAA0232					
TBC1D14					
YTHDC1					
SULT1B1					
SULT1E1					
STATH					
PCGF3					
SORCS2					
CXCL6					
PF4V1					
PPEF2					
ART3					
SCARB2					
STBD1					
AFAP1					
LOC84740					
CPLX1					
ABLIM2					
MIR575					
SCD5					
LIN54					
PLAC8					
COQ2					
C4orf36					
AFF1					
KLHL8					
DMP1					
TIGD2					
UNC5C					
TSPAN5					
IDUA					
METAP1					
PAM					
C5orf30					
NKD2					
ROPN1L					
ANKRD33B					
SLC12A7					
REEP5					
CCDC112					
TMED7-TICAM2					
TICAM2					
DTWD2					
TNFAIP8					
SLC6A19					
ZNF474					
SNX2					
SLC6A18					
TERT					
FLJ44606					
PRRC1					
IL3					
P4HA2					
PDLIM4					
IL13					
CCNI2					
TCF7					
PHF15					
H2AFY					
IL9					
SPOCK1					
KLHL3					
HNRNPA0					
KDM3B					
REEP2					
SIL1					
SNHG4					
MATR3					
SNORA74A					
TMEM173					
SLC6A3					
C5orf32					
PFDN1					
TMCO6					
DND1					
HARS					
HARS2					
VTRNA1-2					
VTRNA1-3					
PCDHA6					
PCDHA2					
PCDHA1					
PCDHA9					
PCDHA7					
PCDHA12					
PCDHA5					
PCDHA10					
PCDHA3					
PCDHA4					
PCDHA11					
PCDHA8					
PCDHAC2					
PCDHA13					
PCDHAC1					
PCDHB4					
PCDHB18					
PCDHGA4					
PCDHGA12					
PCDHGA11					
PCDHGA9					
PCDHGA1					
PCDHGB1					
PCDHGB6					
PCDHGC3					
PCDHGB3					
PCDHGB7					
PCDHGA6					
PCDHGA8					
PCDHGA10					
PCDHGA5					
PCDHGB4					
PCDHGA3					
PCDHGA2					
PCDHGA7					
PCDHGB2					
PCDHGB5					
PCDHGC5					
PCDHGC4					
RELL2					
HDAC3					
ARAP3					
PCDH1					
KIAA0141					
PCDH12					
NDFIP1					
SPRY4					
TRIO					
FGF1					
ARHGAP26					
NR3C1					
GPR151					
PPP2R2B					
C5orf46					
LPCAT1					
SH3TC2					
IL17B					
LOC728264					
MIR143					
MIR145					
FLJ41603					
PDE6A					
CSF1R					
PDGFRB					
CDX1					
RPS14					
NDST1					
SYNPO					
C5orf62					
GPX3					
TNIP1					
SLC36A1					
SPARC					
G3BP1					
GRIA1					
GALNT10					
LARP1					
C5orf4					
GEMIN5					
HAVCR2					
ITK					
CYFIP2					
EBF1					
UBLCP1					
IL12B					
FABP6					
CCNJL					
C1QTNF2					
ATP10B					
PLEKHG4B					
LOC728613					
FAM134B					
ODZ2					
WWC1					
FBLL1					
FAM196B					
DOCK2					
KCNIP1					
STK10					
SH3PXD2B					
ATP6V0E1					
KIAA1191					
NOP16					
CLTB					
RNF44					
PCDH24					
UNC5A					
FGFR4					
NSD1					
PRELID1					
RAB24					
MXD3					
RGS14					
SLC34A1					
F12					
DBN1					
PDLIM7					
DOK3					
FAM193B					
LOC202181					
N4BP3					
COL23A1					
AACSL					
ADAMTS2					
RUFY1					
HNRNPH1					
CBY3					
MAML1					
LTC4S					
TBC1D9B					
RNF130					
FLT4					
MGAT1					
TRIM7					
TRIM41					
GNB2L1					
NDUFS6					
LRRC14B					
PDCD6					
SLC45A2					
C1QTNF3					
AHRR					
PRLR					
CAPSL					
SLC1A3					
WDR70					
FYB					
SNORD72					
RPL37					
OXCT1					
FBXO4					
EXOC3					
C5orf55					
SLC9A3					
ITGA1					
PELO					
ITGA2					
ESM1					
PPAP2A					
RNF138P1					
DEPDC1B					
ELOVL7					
C5orf43					
MAST4					
CD180					
TPPP					
PIK3R1					
MRPS36					
HEXB					
NSA2					
ANKRD31					
IQGAP2					
F2RL2					
PDE8B					
AP3B1					
LHFPL2					
BHMT2					
DMGDH					
BHMT					
C5orf49					
CMYA5					
SERINC5					
RNU5E					
RNU5D					
ACOT12					
SSBP2					
ZDHHC11					
LOC645323					
MEF2C					
TRIP13					
BRD9					
ANKRD32					
FAM81B					
GPR150					
RHOBTB3					
GLRX					
SNORD123					
CAST					
ERAP1					
RIOK2					
TFAP2A					
ATG5					
PDSS2					
ARMC2					
MICAL1					
GPR6					
ELOVL2					
C6orf186					
HERV-FRD					
LOC221710					
GTF3C6					
